order_week,segment,total_orders,total_spd_orders,spd_orders_%,expected_commission,short_spd_orders,long_spd_orders,short_spd_%,long_spd_%,actual_fare,estimated_fare,uniq_captain,spd_uniq_captain,uniq_customer,spd_uniq_customer
2023-02-06,0. New,3555,1175,1.44,7362.799999999997,652,523,1.77,1.16,15238.5,36814.0,1845,1147,3488,1147
2023-02-06,1. UHP Daily,533921,4502,5.5,28524.99999999989,2286,2216,6.2,4.93,55511.0,142625.0,7201,4432,421635,4432
2023-02-06,2. UHP Intra/Inter,19544,176,0.22,1198.9999999999995,97,79,0.26,0.18,2166.0,5995.0,877,175,18682,175
2023-02-06,3. HP Daily,992114,12670,15.48,81069.60000000162,5523,7147,14.98,15.89,150952.5,405348.0,23071,12449,733415,12449
2023-02-06,4. HP Intra/Inter,69043,855,1.04,5491.600000000002,420,435,1.14,0.97,10212.0,27458.0,4664,848,66548,848
2023-02-06,5. MP Daily,1545888,31539,38.53,199801.5999999956,13839,17700,37.55,39.34,379554.0,999008.0,78719,30898,1048770,30898
2023-02-06,6. MP Intra/Inter,205694,4018,4.91,23424.199999999903,1963,2055,5.33,4.57,48875.0,117121.0,28410,3995,191196,3995
2023-02-06,7. LP Daily,506345,22231,27.16,152695.4000000007,9671,12560,26.24,27.92,262113.0,763477.0,62499,21933,416449,21933
2023-02-06,8. LP Intra/Inter,159495,4681,5.72,29591.200000000023,2408,2273,6.53,5.05,57720.5,147956.0,50933,4644,148834,4644
2023-01-30,0. New,24408,1776,2.29,10428.999999999967,995,781,2.78,1.87,21917.0,52145.0,7424,1705,23214,1705
2023-01-30,1. UHP Daily,491691,3888,5.0,24352.799999999846,2012,1876,5.62,4.48,48007.0,121764.0,6524,3816,389483,3816
2023-01-30,2. UHP Intra/Inter,16058,129,0.17,1024.9999999999995,71,58,0.2,0.14,1588.0,5125.0,726,128,15142,128
2023-01-30,3. HP Daily,946730,11629,14.97,67345.20000000128,5233,6396,14.6,15.28,139401.0,336726.0,21537,11403,702986,11403
2023-01-30,4. HP Intra/Inter,63431,753,0.97,4112.800000000012,358,395,1.0,0.94,8935.0,20564.0,4233,751,61287,751
2023-01-30,5. MP Daily,1521777,30229,38.91,182371.19999999763,13727,16502,38.31,39.42,364782.0,911856.0,76354,29564,1029353,29564
2023-01-30,6. MP Intra/Inter,200056,3792,4.88,20453.399999999845,1975,1817,5.51,4.34,46441.0,102267.0,26940,3766,185616,3766
2023-01-30,7. LP Daily,502871,20949,26.96,134293.4000000018,9079,11870,25.34,28.35,247228.0,671467.0,60608,20642,413044,20642
2023-01-30,8. LP Intra/Inter,154835,4551,5.86,26379.79999999995,2381,2170,6.65,5.18,56275.0,131899.0,49428,4502,144810,4502
2023-01-23,0. New,1965,1141,1.61,7814.0,636,505,1.92,1.34,14272.5,39070.0,1233,1095,1886,1095
2023-01-23,1. UHP Daily,413638,3213,4.54,18867.799999999876,1810,1403,5.46,3.73,39340.5,94339.0,6124,3116,333514,3116
2023-01-23,2. UHP Intra/Inter,17020,194,0.27,958.1999999999992,123,71,0.37,0.19,2268.5,4791.0,728,189,14481,189
2023-01-23,3. HP Daily,844333,10378,14.65,60480.200000000856,4705,5673,14.18,15.06,123609.5,302401.0,20496,10176,644826,10176
2023-01-23,4. HP Intra/Inter,57268,767,1.08,4267.600000000008,393,374,1.18,0.99,9305.0,21338.0,3938,762,55479,762
2023-01-23,5. MP Daily,1413663,27857,39.33,168220.20000000196,12823,15034,38.66,39.92,334279.0,841101.0,74765,27281,983799,27281
2023-01-23,6. MP Intra/Inter,197552,3524,4.98,18833.399999999867,1799,1725,5.42,4.58,43255.0,94167.0,27424,3492,183230,3492
2023-01-23,7. LP Daily,468036,19277,27.22,118942.80000000207,8549,10728,25.77,28.49,225632.0,594714.0,58821,19006,388774,19006
2023-01-23,8. LP Intra/Inter,151250,4476,6.32,25570.199999999884,2331,2145,7.03,5.7,54947.5,127851.0,49220,4429,141970,4429
2023-01-16,0. New,1837,1127,1.66,6021.200000000007,669,458,2.06,1.29,14261.0,30106.0,1221,1083,1774,1083
2023-01-16,1. UHP Daily,386004,3044,4.49,19970.59999999991,1771,1273,5.45,3.6,37466.0,99853.0,5626,2875,310293,2875
2023-01-16,2. UHP Intra/Inter,14407,147,0.22,838.3999999999994,104,43,0.32,0.12,1755.5,4192.0,690,144,12163,144
2023-01-16,3. HP Daily,832927,9975,14.7,59089.60000000078,4686,5289,14.43,14.95,120390.0,295448.0,19574,9797,625654,9797
2023-01-16,4. HP Intra/Inter,49147,625,0.92,3565.000000000008,329,296,1.01,0.84,7490.0,17825.0,3552,621,47696,621
2023-01-16,5. MP Daily,1428752,26610,39.22,155519.60000000292,12547,14063,38.63,39.76,320005.0,777598.0,74057,26008,971607,26008
2023-01-16,6. MP Intra/Inter,176955,3195,4.71,18123.999999999884,1711,1484,5.27,4.2,38951.0,90620.0,25081,3161,164873,3161
2023-01-16,7. LP Daily,482066,19120,28.18,118887.8000000021,8597,10523,26.47,29.75,225207.0,594439.0,60139,18823,392848,18823
2023-01-16,8. LP Intra/Inter,141577,4011,5.91,22566.39999999993,2069,1942,6.37,5.49,49080.5,112832.0,47223,3968,132770,3968
2023-01-09,0. New,27528,1680,2.47,11024.199999999966,972,708,3.0,1.99,20434.5,55121.0,8208,1617,26960,1617
2023-01-09,1. UHP Daily,417065,3307,4.87,21238.999999999905,1873,1434,5.78,4.03,40216.5,106195.0,5998,3196,331976,3196
2023-01-09,2. UHP Intra/Inter,12259,123,0.18,583.2000000000002,90,33,0.28,0.09,1470.5,2916.0,574,121,10855,121
2023-01-09,3. HP Daily,876824,10426,15.34,60413.60000000101,4870,5556,15.02,15.63,123683.5,302068.0,20859,10223,658171,10223
2023-01-09,4. HP Intra/Inter,48581,631,0.93,3863.600000000008,326,305,1.01,0.86,7347.0,19318.0,3301,626,47118,626
2023-01-09,5. MP Daily,1478260,26543,39.05,152356.60000000132,12553,13990,38.72,39.35,317738.0,761783.0,77657,25930,1011097,25930
2023-01-09,6. MP Intra/Inter,167053,3178,4.68,17843.599999999904,1613,1565,4.98,4.4,38619.5,89218.0,23102,3141,156627,3141
2023-01-09,7. LP Daily,512782,18013,26.5,109777.40000000186,8042,9971,24.8,28.05,210621.5,548887.0,64356,17750,416745,17750
2023-01-09,8. LP Intra/Inter,141483,4073,5.99,25001.19999999995,2082,1991,6.42,5.6,48647.0,125006.0,46623,4010,133078,4010
2023-01-02,0. New,1500,1072,1.58,5668.000000000002,670,402,2.01,1.16,12746.0,28340.0,1091,1026,1440,1026
2023-01-02,1. UHP Daily,431763,3180,4.69,22093.7999999999,1823,1357,5.47,3.93,39127.0,110469.0,6059,3115,340151,3115
2023-01-02,2. UHP Intra/Inter,11720,133,0.2,754.9999999999997,78,55,0.23,0.16,1641.0,3775.0,558,129,11032,129
2023-01-02,3. HP Daily,922796,10392,15.32,62602.80000000098,4994,5398,14.99,15.64,122011.0,313014.0,21647,10153,676669,10153
2023-01-02,4. HP Intra/Inter,50098,627,0.92,3315.200000000007,369,258,1.11,0.75,7284.5,16576.0,3611,625,48614,625
2023-01-02,5. MP Daily,1528307,27036,39.86,162864.60000000047,13072,13964,39.24,40.46,320706.5,814323.0,81027,26386,1028239,26386
2023-01-02,6. MP Intra/Inter,180147,3293,4.85,18035.19999999987,1684,1609,5.05,4.66,39575.5,90176.0,25869,3271,167265,3271
2023-01-02,7. LP Daily,539257,17786,26.22,105184.60000000172,8278,9508,24.85,27.55,206245.0,525923.0,67628,17451,432290,17451
2023-01-02,8. LP Intra/Inter,151862,4311,6.36,26858.399999999936,2347,1964,7.04,5.69,50350.0,134292.0,51914,4257,141794,4257
2022-12-26,0. New,1529,1127,1.67,6967.199999999998,733,394,2.21,1.15,13663.5,34836.0,1121,1047,1440,1047
2022-12-26,1. UHP Daily,389205,3143,4.66,19588.199999999928,1763,1380,5.31,4.02,38765.5,97941.0,6033,3009,309139,3009
2022-12-26,2. UHP Intra/Inter,10577,121,0.18,986.1999999999997,77,44,0.23,0.13,1409.5,4931.0,508,120,9838,120
2022-12-26,3. HP Daily,858769,10153,15.04,57164.200000000965,4811,5342,14.49,15.57,118988.5,285821.0,21928,9957,638990,9957
2022-12-26,4. HP Intra/Inter,46897,577,0.85,3097.2000000000075,304,273,0.92,0.8,6719.0,15486.0,3491,575,45585,575
2022-12-26,5. MP Daily,1491908,26613,39.42,154252.4000000016,12916,13697,38.9,39.92,318388.0,771262.0,83161,25994,1012185,25994
2022-12-26,6. MP Intra/Inter,171588,3234,4.79,20404.399999999896,1745,1489,5.26,4.34,38411.0,102022.0,25543,3188,160089,3188
2022-12-26,7. LP Daily,544524,18319,27.14,108232.60000000166,8579,9740,25.84,28.39,212755.5,541163.0,70044,17979,436718,17979
2022-12-26,8. LP Intra/Inter,152557,4222,6.25,23318.99999999993,2272,1950,6.84,5.68,50098.5,116595.0,53007,4162,142564,4162
