order_week,segment,total_orders,total_partial_orders,partial_orders_%,expected_commission,short_partial_orders,long_partial_orders,short_partial_%,long_partial_%,actual_fare,estimated_fare,uniq_captain,partial_uniq_captain,uniq_customer,partial_uniq_customer
2023-02-06,1. UHP Daily,160913,14832,14.08,136453.1999999857,13763,1069,19.35,3.12,415846.0,682266.0,1646,1486,114699,13374
2023-02-06,2. UHP Intra/Inter,50897,3689,3.5,34884.20000000074,3447,242,4.85,0.71,102086.0,174421.0,839,646,42240,3551
2023-02-06,3. HP Daily,356515,20646,19.6,272149.2000000026,15324,5322,21.55,15.55,510716.0,1360746.0,7613,6106,291798,19758
2023-02-06,4. HP Intra/Inter,111188,6236,5.92,81017.99999999937,4805,1431,6.76,4.18,153929.0,405090.0,3660,2296,101384,6128
2023-02-06,5. MP Daily,546578,26246,24.92,395057.9999999994,16243,10003,22.84,29.23,640775.0,1975290.0,30320,15125,443296,25378
2023-02-06,6. MP Intra/Inter,245623,12047,11.44,181588.39999999927,7625,4422,10.72,12.92,291821.0,907942.0,23678,7897,219681,11821
2023-02-06,7. LP Daily,146431,6216,5.9,101421.40000000007,2868,3348,4.03,9.78,153327.0,507107.0,17299,4710,135063,6155
2023-02-06,8. LP Intra/Inter,305450,15128,14.36,242942.40000000017,6872,8256,9.66,24.13,364076.0,1214712.0,86528,12175,259971,14858
2023-01-30,0. New,1536,250,0.25,2782.6000000000017,155,95,0.24,0.28,6027.0,13913.0,304,189,1454,224
2023-01-30,1. UHP Daily,177360,12124,12.31,121215.19999999102,10840,1284,16.77,3.79,335517.0,606076.0,1757,1623,126812,11236
2023-01-30,2. UHP Intra/Inter,52622,3565,3.62,36145.400000000605,3232,333,5.0,0.98,98295.0,180727.0,843,686,45238,3475
2023-01-30,3. HP Daily,315447,16384,16.63,220717.39999999467,11599,4785,17.94,14.12,409597.0,1103587.0,6456,5194,259814,15796
2023-01-30,4. HP Intra/Inter,105249,5694,5.78,74682.39999999966,4391,1303,6.79,3.85,139794.0,373412.0,3310,2118,95678,5553
2023-01-30,5. MP Daily,560320,26758,27.16,399936.60000000196,16582,10176,25.65,30.03,651768.0,1999683.0,29911,15332,448520,25768
2023-01-30,6. MP Intra/Inter,252828,12504,12.69,185518.59999999916,7970,4534,12.33,13.38,300078.0,927593.0,24207,8232,224179,12233
2023-01-30,7. LP Daily,139683,6052,6.14,98997.40000000026,2728,3324,4.22,9.81,149704.0,494987.0,16398,4497,129373,5991
2023-01-30,8. LP Intra/Inter,317222,15187,15.42,240549.99999999895,7140,8047,11.05,23.75,366092.0,1202750.0,88144,12288,266715,14888
2023-01-23,0. New,1361,233,0.26,2474.7999999999997,125,108,0.22,0.32,5446.0,12374.0,277,185,1303,206
2023-01-23,1. UHP Daily,147742,7855,8.69,82528.19999999747,6766,1089,11.95,3.23,215324.0,412641.0,1621,1425,109722,7404
2023-01-23,2. UHP Intra/Inter,44237,2524,2.79,26904.200000000266,2258,266,3.99,0.79,68025.0,134521.0,728,584,39399,2464
2023-01-23,3. HP Daily,296450,14457,16.0,197383.79999999685,10028,4429,17.71,13.13,360010.0,986919.0,6266,4907,247261,14065
2023-01-23,4. HP Intra/Inter,92083,4970,5.5,67366.59999999986,3678,1292,6.49,3.83,120366.0,336833.0,3056,1927,84711,4866
2023-01-23,5. MP Daily,555757,26291,29.1,397450.20000000176,15872,10419,28.03,30.89,639998.0,1987251.0,29746,15003,451288,25430
2023-01-23,6. MP Intra/Inter,240966,12078,13.37,177171.59999999966,7805,4273,13.78,12.67,288407.0,885858.0,23101,7966,216386,11840
2023-01-23,7. LP Daily,145826,6478,7.17,104584.40000000014,2967,3511,5.24,10.41,159089.0,522922.0,16956,4745,135296,6424
2023-01-23,8. LP Intra/Inter,313697,15473,17.12,244467.6000000005,7133,8340,12.6,24.73,369595.0,1222338.0,87325,12468,268030,15213
2023-01-16,0. New,1565,259,0.31,2812.399999999999,150,109,0.29,0.36,6195.0,14062.0,367,209,1528,241
2023-01-16,1. UHP Daily,141172,7372,8.96,76056.39999999716,6435,937,12.35,3.1,200614.0,380282.0,1611,1404,99530,6896
2023-01-16,2. UHP Intra/Inter,31896,1762,2.14,18415.60000000015,1550,212,2.98,0.7,48414.0,92078.0,596,450,28496,1702
2023-01-16,3. HP Daily,294960,14611,17.75,192406.59999999605,10320,4291,19.81,14.21,369090.0,962033.0,6186,4835,239051,13998
2023-01-16,4. HP Intra/Inter,76934,3922,4.77,51905.20000000029,2962,960,5.69,3.18,96806.0,259526.0,2624,1609,71959,3857
2023-01-16,5. MP Daily,529928,25311,30.76,382093.8000000021,15491,9820,29.74,32.51,616432.0,1910469.0,29426,14293,425692,24330
2023-01-16,6. MP Intra/Inter,201050,10053,12.22,150440.7999999997,6389,3664,12.27,12.13,239315.0,752204.0,20426,6674,183186,9878
2023-01-16,7. LP Daily,144041,6107,7.42,100506.00000000019,2744,3363,5.27,11.13,150153.0,502530.0,17218,4555,132605,6047
2023-01-16,8. LP Intra/Inter,252640,12896,15.67,203387.4000000003,6045,6851,11.61,22.68,304037.0,1016937.0,76637,10281,225062,12703
2023-01-09,0. New,1200,246,0.27,2556.400000000002,133,113,0.23,0.34,5845.0,12782.0,236,172,1185,239
2023-01-09,1. UHP Daily,149529,8361,9.18,87208.59999999612,7283,1078,12.5,3.29,231438.0,436043.0,1627,1462,103073,7650
2023-01-09,2. UHP Intra/Inter,28153,1626,1.79,17031.400000000132,1432,194,2.46,0.59,44850.0,85157.0,447,361,25601,1591
2023-01-09,3. HP Daily,297733,16016,17.59,209731.19999999498,11573,4443,19.86,13.54,407515.0,1048656.0,6413,5155,239816,15397
2023-01-09,4. HP Intra/Inter,67332,3685,4.05,49301.60000000026,2751,934,4.72,2.85,91522.0,246508.0,2341,1499,63129,3644
2023-01-09,5. MP Daily,562650,28652,31.46,430009.20000000315,18021,10631,30.93,32.4,703113.0,2150046.0,33120,16296,447919,27527
2023-01-09,6. MP Intra/Inter,189831,9970,10.95,150659.39999999947,6387,3583,10.96,10.92,240768.0,753297.0,19321,6560,173759,9833
2023-01-09,7. LP Daily,169382,7665,8.42,125338.79999999996,3562,4103,6.11,12.51,190251.0,626694.0,22817,5804,153240,7575
2023-01-09,8. LP Intra/Inter,274853,14845,16.3,233923.39999999962,7117,7728,12.22,23.56,353316.0,1169617.0,84101,11969,240094,14597
2023-01-02,0. New,1283,226,0.36,2527.0000000000005,121,105,0.34,0.4,5338.0,12635.0,242,164,1260,208
2023-01-02,1. UHP Daily,141371,4470,7.21,47498.60000000032,3762,708,10.59,2.67,124221.0,237493.0,1529,1218,99847,4295
2023-01-02,2. UHP Intra/Inter,27599,967,1.56,10292.999999999958,817,150,2.3,0.57,26711.0,51465.0,497,304,24723,958
2023-01-02,3. HP Daily,311917,9913,15.99,130554.39999999767,6791,3122,19.12,11.78,253003.0,652772.0,6546,4362,247006,9682
2023-01-02,4. HP Intra/Inter,70405,2432,3.92,31660.40000000016,1784,648,5.02,2.45,61915.0,158302.0,2476,1239,65681,2407
2023-01-02,5. MP Daily,595877,18959,30.57,287197.39999999665,10853,8106,30.56,30.59,469011.0,1435987.0,33427,12842,465748,18519
2023-01-02,6. MP Intra/Inter,211757,7278,11.74,110700.59999999973,4309,2969,12.13,11.2,176866.0,553503.0,20961,5291,190849,7214
2023-01-02,7. LP Daily,184692,5789,9.34,93401.00000000012,2329,3460,6.56,13.06,143228.0,467005.0,22304,4523,165591,5724
2023-01-02,8. LP Intra/Inter,318599,11977,19.31,189014.19999999995,4745,7232,13.36,27.29,285987.0,945071.0,90837,9538,271072,11833
2022-12-26,0. New,1124,229,0.61,2445.6,94,135,0.61,0.62,5290.0,12228.0,266,186,1114,227
2022-12-26,1. UHP Daily,124139,1638,4.39,19037.600000000057,1166,472,7.57,2.15,44722.0,95188.0,1593,873,93618,1594
2022-12-26,2. UHP Intra/Inter,20783,302,0.81,3624.8000000000015,221,81,1.43,0.37,8520.0,18124.0,439,172,19026,299
2022-12-26,3. HP Daily,294413,5015,13.43,70063.00000000033,2672,2343,17.34,10.69,127344.0,350315.0,6670,3082,238382,4921
2022-12-26,4. HP Intra/Inter,69963,1206,3.23,17553.799999999977,647,559,4.2,2.55,30292.0,87769.0,2615,849,65447,1204
2022-12-26,5. MP Daily,566879,11414,30.57,181619.3999999995,4904,6510,31.82,29.69,285640.0,908097.0,32937,8739,451890,11220
2022-12-26,6. MP Intra/Inter,223432,4543,12.17,72314.60000000003,2038,2505,13.22,11.43,111076.0,361573.0,21962,3661,201373,4506
2022-12-26,7. LP Daily,170999,3961,10.61,65629.4,1070,2891,6.94,13.19,98168.0,328147.0,21118,3157,154772,3939
2022-12-26,8. LP Intra/Inter,306429,9029,24.18,141524.8000000001,2601,6428,16.88,29.32,215217.0,707624.0,88202,6955,263496,8913
