order_week,pickup_cluster,cluster_orders,cluster_net_customers,income_segment,ps_tag_link,ps_tag_auto,segment_level_orders,segment_level_orders%,segment_level_customers,segment_level_customers%
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,NPS,UNKNOWN,349,4.62,302,4.64
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,PS,NPS,242,3.2,194,2.98
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,PS,PS,135,1.79,119,1.83
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,PS,UNKNOWN,231,3.06,222,3.41
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,UNKNOWN,NPS,129,1.71,117,1.8
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,UNKNOWN,PS,95,1.26,85,1.31
13/03/23,JBS Parade Ground,7555,6506,HIGH_INCOME,UNKNOWN,UNKNOWN,1179,15.61,1062,16.32
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,NPS,NPS,666,8.82,519,7.98
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,NPS,PS,454,6.01,349,5.36
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,NPS,UNKNOWN,603,7.98,522,8.02
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,PS,NPS,344,4.55,274,4.21
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,PS,PS,231,3.06,199,3.06
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,PS,UNKNOWN,372,4.92,349,5.36
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,UNKNOWN,NPS,212,2.81,187,2.87
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,UNKNOWN,PS,141,1.87,129,1.98
13/03/23,JBS Parade Ground,7555,6506,LOW_INCOME,UNKNOWN,UNKNOWN,722,9.56,699,10.74
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,NPS,NPS,93,1.23,77,1.18
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,NPS,PS,64,0.85,52,0.8
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,NPS,UNKNOWN,89,1.18,77,1.18
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,PS,NPS,53,0.7,39,0.6
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,PS,PS,27,0.36,23,0.35
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,PS,UNKNOWN,43,0.57,38,0.58
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,UNKNOWN,NPS,31,0.41,30,0.46
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,UNKNOWN,PS,16,0.21,15,0.23
13/03/23,JBS Parade Ground,7555,6506,UNKNOWN,UNKNOWN,UNKNOWN,281,3.72,259,3.98
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,NPS,NPS,436,5.78,272,4.91
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,NPS,PS,215,2.85,151,2.73
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,NPS,UNKNOWN,415,5.51,290,5.23
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,PS,NPS,250,3.32,156,2.82
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,PS,PS,143,1.9,92,1.66
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,PS,UNKNOWN,270,3.58,202,3.65
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,UNKNOWN,NPS,154,2.04,129,2.33
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,UNKNOWN,PS,86,1.14,71,1.28
13/03/23,kharmanghat,7538,5541,HIGH_INCOME,UNKNOWN,UNKNOWN,1101,14.61,925,16.69
13/03/23,kharmanghat,7538,5541,LOW_INCOME,NPS,NPS,650,8.62,396,7.15
13/03/23,kharmanghat,7538,5541,LOW_INCOME,NPS,PS,345,4.58,230,4.15
13/03/23,kharmanghat,7538,5541,LOW_INCOME,NPS,UNKNOWN,657,8.72,449,8.1
13/03/23,kharmanghat,7538,5541,LOW_INCOME,PS,NPS,368,4.88,240,4.33
13/03/23,kharmanghat,7538,5541,LOW_INCOME,PS,PS,244,3.24,146,2.63
13/03/23,kharmanghat,7538,5541,LOW_INCOME,PS,UNKNOWN,416,5.52,285,5.14
13/03/23,kharmanghat,7538,5541,LOW_INCOME,UNKNOWN,NPS,252,3.34,211,3.81
13/03/23,kharmanghat,7538,5541,LOW_INCOME,UNKNOWN,PS,169,2.24,141,2.54
13/03/23,kharmanghat,7538,5541,LOW_INCOME,UNKNOWN,UNKNOWN,674,8.94,630,11.37
13/03/23,kharmanghat,7538,5541,UNKNOWN,NPS,NPS,99,1.31,64,1.16
13/03/23,kharmanghat,7538,5541,UNKNOWN,NPS,PS,79,1.05,40,0.72
13/03/23,kharmanghat,7538,5541,UNKNOWN,NPS,UNKNOWN,92,1.22,60,1.08
13/03/23,kharmanghat,7538,5541,UNKNOWN,PS,NPS,52,0.69,42,0.76
13/03/23,kharmanghat,7538,5541,UNKNOWN,PS,PS,33,0.44,28,0.51
13/03/23,kharmanghat,7538,5541,UNKNOWN,PS,UNKNOWN,33,0.44,31,0.56
13/03/23,kharmanghat,7538,5541,UNKNOWN,UNKNOWN,NPS,34,0.45,29,0.52
13/03/23,kharmanghat,7538,5541,UNKNOWN,UNKNOWN,PS,23,0.31,18,0.32
13/03/23,kharmanghat,7538,5541,UNKNOWN,UNKNOWN,UNKNOWN,248,3.29,213,3.84
13/03/23,Erragadda,7451,5861,HIGH_INCOME,NPS,NPS,440,5.91,320,5.46
13/03/23,Erragadda,7451,5861,HIGH_INCOME,NPS,PS,344,4.62,232,3.96
13/03/23,Erragadda,7451,5861,HIGH_INCOME,NPS,UNKNOWN,320,4.29,260,4.44
13/03/23,Erragadda,7451,5861,HIGH_INCOME,PS,NPS,241,3.23,188,3.21
13/03/23,Erragadda,7451,5861,HIGH_INCOME,PS,PS,182,2.44,129,2.2
13/03/23,Erragadda,7451,5861,HIGH_INCOME,PS,UNKNOWN,234,3.14,172,2.93
13/03/23,Erragadda,7451,5861,HIGH_INCOME,UNKNOWN,NPS,184,2.47,158,2.7
13/03/23,Erragadda,7451,5861,HIGH_INCOME,UNKNOWN,PS,112,1.5,94,1.6
13/03/23,Erragadda,7451,5861,HIGH_INCOME,UNKNOWN,UNKNOWN,1023,13.73,844,14.4
13/03/23,Erragadda,7451,5861,LOW_INCOME,NPS,NPS,736,9.88,538,9.18
13/03/23,Erragadda,7451,5861,LOW_INCOME,NPS,PS,483,6.48,348,5.94
13/03/23,Erragadda,7451,5861,LOW_INCOME,NPS,UNKNOWN,518,6.95,405,6.91
13/03/23,Erragadda,7451,5861,LOW_INCOME,PS,NPS,394,5.29,294,5.02
13/03/23,Erragadda,7451,5861,LOW_INCOME,PS,PS,275,3.69,199,3.4
13/03/23,Erragadda,7451,5861,LOW_INCOME,PS,UNKNOWN,264,3.54,222,3.79
13/03/23,Erragadda,7451,5861,LOW_INCOME,UNKNOWN,NPS,312,4.19,259,4.42
13/03/23,Erragadda,7451,5861,LOW_INCOME,UNKNOWN,PS,191,2.56,157,2.68
13/03/23,Erragadda,7451,5861,LOW_INCOME,UNKNOWN,UNKNOWN,486,6.52,459,7.83
13/03/23,Erragadda,7451,5861,UNKNOWN,NPS,NPS,102,1.37,80,1.36
13/03/23,Erragadda,7451,5861,UNKNOWN,NPS,PS,77,1.03,57,0.97
13/03/23,Erragadda,7451,5861,UNKNOWN,NPS,UNKNOWN,68,0.91,64,1.09
13/03/23,Erragadda,7451,5861,UNKNOWN,PS,NPS,52,0.7,40,0.68
13/03/23,Erragadda,7451,5861,UNKNOWN,PS,PS,50,0.67,35,0.6
13/03/23,Erragadda,7451,5861,UNKNOWN,PS,UNKNOWN,48,0.64,43,0.73
13/03/23,Erragadda,7451,5861,UNKNOWN,UNKNOWN,NPS,50,0.67,41,0.7
13/03/23,Erragadda,7451,5861,UNKNOWN,UNKNOWN,PS,28,0.38,22,0.38
13/03/23,Erragadda,7451,5861,UNKNOWN,UNKNOWN,UNKNOWN,237,3.18,201,3.43
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,NPS,NPS,460,6.19,300,5.53
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,NPS,PS,265,3.57,176,3.25
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,NPS,UNKNOWN,309,4.16,224,4.13
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,PS,NPS,259,3.48,172,3.17
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,PS,PS,143,1.92,108,1.99
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,PS,UNKNOWN,140,1.88,115,2.12
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,UNKNOWN,NPS,167,2.25,132,2.43
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,UNKNOWN,PS,91,1.22,74,1.36
13/03/23,Ashok Nagar - HYD,7432,5423,HIGH_INCOME,UNKNOWN,UNKNOWN,892,12,714,13.17
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,NPS,NPS,819,11.02,523,9.64
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,NPS,PS,441,5.93,301,5.55
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,NPS,UNKNOWN,707,9.51,498,9.18
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,PS,NPS,497,6.69,324,5.97
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,PS,PS,237,3.19,154,2.84
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,PS,UNKNOWN,400,5.38,305,5.62
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,UNKNOWN,NPS,227,3.05,193,3.56
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,UNKNOWN,PS,156,2.1,121,2.23
13/03/23,Ashok Nagar - HYD,7432,5423,LOW_INCOME,UNKNOWN,UNKNOWN,548,7.37,506,9.33
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,NPS,NPS,98,1.32,59,1.09
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,NPS,PS,67,0.9,43,0.79
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,NPS,UNKNOWN,79,1.06,53,0.98
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,PS,NPS,46,0.62,33,0.61
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,PS,PS,35,0.47,24,0.44
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,PS,UNKNOWN,43,0.58,37,0.68
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,UNKNOWN,NPS,32,0.43,25,0.46
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,UNKNOWN,PS,28,0.38,23,0.42
13/03/23,Ashok Nagar - HYD,7432,5423,UNKNOWN,UNKNOWN,UNKNOWN,246,3.31,186,3.43
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,NPS,NPS,500,6.77,296,5.55
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,NPS,PS,357,4.83,224,4.2
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,NPS,UNKNOWN,300,4.06,217,4.07
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,PS,NPS,266,3.6,181,3.39
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,PS,PS,151,2.04,109,2.04
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,PS,UNKNOWN,204,2.76,164,3.07
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,UNKNOWN,NPS,188,2.54,139,2.6
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,UNKNOWN,PS,78,1.06,63,1.18
13/03/23,Hafeezpet,7389,5336,HIGH_INCOME,UNKNOWN,UNKNOWN,1124,15.21,916,17.17
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,NPS,NPS,765,10.35,463,8.68
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,NPS,PS,460,6.23,266,4.99
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,NPS,UNKNOWN,464,6.28,338,6.33
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,PS,NPS,400,5.41,268,5.02
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,PS,PS,203,2.75,132,2.47
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,PS,UNKNOWN,308,4.17,245,4.59
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,UNKNOWN,NPS,225,3.05,188,3.52
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,UNKNOWN,PS,145,1.96,111,2.08
13/03/23,Hafeezpet,7389,5336,LOW_INCOME,UNKNOWN,UNKNOWN,478,6.47,446,8.36
13/03/23,Hafeezpet,7389,5336,UNKNOWN,NPS,NPS,148,2,78,1.46
13/03/23,Hafeezpet,7389,5336,UNKNOWN,NPS,PS,84,1.14,53,0.99
13/03/23,Hafeezpet,7389,5336,UNKNOWN,NPS,UNKNOWN,96,1.3,66,1.24
13/03/23,Hafeezpet,7389,5336,UNKNOWN,PS,NPS,46,0.62,40,0.75
13/03/23,Hafeezpet,7389,5336,UNKNOWN,PS,PS,50,0.68,35,0.66
13/03/23,Hafeezpet,7389,5336,UNKNOWN,PS,UNKNOWN,49,0.66,37,0.69
13/03/23,Hafeezpet,7389,5336,UNKNOWN,UNKNOWN,NPS,37,0.5,33,0.62
13/03/23,Hafeezpet,7389,5336,UNKNOWN,UNKNOWN,PS,19,0.26,17,0.32
13/03/23,Hafeezpet,7389,5336,UNKNOWN,UNKNOWN,UNKNOWN,244,3.3,211,3.95
13/03/23,ECIL,7231,5204,HIGH_INCOME,NPS,NPS,352,4.87,221,4.25
13/03/23,ECIL,7231,5204,HIGH_INCOME,NPS,PS,263,3.64,162,3.11
13/03/23,ECIL,7231,5204,HIGH_INCOME,NPS,UNKNOWN,234,3.24,171,3.29
13/03/23,ECIL,7231,5204,HIGH_INCOME,PS,NPS,196,2.71,129,2.48
13/03/23,ECIL,7231,5204,HIGH_INCOME,PS,PS,130,1.8,93,1.79
13/03/23,ECIL,7231,5204,HIGH_INCOME,PS,UNKNOWN,218,3.01,152,2.92
13/03/23,ECIL,7231,5204,HIGH_INCOME,UNKNOWN,NPS,205,2.84,136,2.61
13/03/23,ECIL,7231,5204,HIGH_INCOME,UNKNOWN,PS,115,1.59,97,1.86
13/03/23,ECIL,7231,5204,HIGH_INCOME,UNKNOWN,UNKNOWN,948,13.11,752,14.45
13/03/23,ECIL,7231,5204,LOW_INCOME,NPS,NPS,734,10.15,453,8.7
13/03/23,ECIL,7231,5204,LOW_INCOME,NPS,PS,429,5.93,277,5.32
13/03/23,ECIL,7231,5204,LOW_INCOME,NPS,UNKNOWN,576,7.97,375,7.21
13/03/23,ECIL,7231,5204,LOW_INCOME,PS,NPS,395,5.46,260,5
13/03/23,ECIL,7231,5204,LOW_INCOME,PS,PS,241,3.33,174,3.34
13/03/23,ECIL,7231,5204,LOW_INCOME,PS,UNKNOWN,360,4.98,245,4.71
13/03/23,ECIL,7231,5204,LOW_INCOME,UNKNOWN,NPS,328,4.54,254,4.88
13/03/23,ECIL,7231,5204,LOW_INCOME,UNKNOWN,PS,196,2.71,151,2.9
13/03/23,ECIL,7231,5204,LOW_INCOME,UNKNOWN,UNKNOWN,666,9.21,600,11.53
13/03/23,ECIL,7231,5204,UNKNOWN,NPS,NPS,93,1.29,63,1.21
13/03/23,ECIL,7231,5204,UNKNOWN,NPS,PS,49,0.68,31,0.6
13/03/23,ECIL,7231,5204,UNKNOWN,NPS,UNKNOWN,61,0.84,43,0.83
13/03/23,ECIL,7231,5204,UNKNOWN,PS,NPS,51,0.71,38,0.73
13/03/23,ECIL,7231,5204,UNKNOWN,PS,PS,32,0.44,22,0.42
13/03/23,ECIL,7231,5204,UNKNOWN,PS,UNKNOWN,57,0.79,42,0.81
13/03/23,ECIL,7231,5204,UNKNOWN,UNKNOWN,NPS,60,0.83,47,0.9
13/03/23,ECIL,7231,5204,UNKNOWN,UNKNOWN,PS,26,0.36,24,0.46
13/03/23,ECIL,7231,5204,UNKNOWN,UNKNOWN,UNKNOWN,216,2.99,192,3.69
13/03/23,Nacharam,6904,4935,HIGH_INCOME,NPS,NPS,359,5.2,218,4.42
13/03/23,Nacharam,6904,4935,HIGH_INCOME,NPS,PS,190,2.75,142,2.88
13/03/23,Nacharam,6904,4935,HIGH_INCOME,NPS,UNKNOWN,228,3.3,158,3.2
13/03/23,Nacharam,6904,4935,HIGH_INCOME,PS,NPS,215,3.11,138,2.8
13/03/23,Nacharam,6904,4935,HIGH_INCOME,PS,PS,144,2.09,96,1.95
13/03/23,Nacharam,6904,4935,HIGH_INCOME,PS,UNKNOWN,160,2.32,117,2.37
13/03/23,Nacharam,6904,4935,HIGH_INCOME,UNKNOWN,NPS,166,2.4,143,2.9
13/03/23,Nacharam,6904,4935,HIGH_INCOME,UNKNOWN,PS,94,1.36,83,1.68
13/03/23,Nacharam,6904,4935,HIGH_INCOME,UNKNOWN,UNKNOWN,869,12.59,672,13.62
13/03/23,Nacharam,6904,4935,LOW_INCOME,NPS,NPS,624,9.04,409,8.29
13/03/23,Nacharam,6904,4935,LOW_INCOME,NPS,PS,418,6.05,240,4.86
13/03/23,Nacharam,6904,4935,LOW_INCOME,NPS,UNKNOWN,494,7.16,318,6.44
13/03/23,Nacharam,6904,4935,LOW_INCOME,PS,NPS,430,6.23,271,5.49
13/03/23,Nacharam,6904,4935,LOW_INCOME,PS,PS,260,3.77,155,3.14
13/03/23,Nacharam,6904,4935,LOW_INCOME,PS,UNKNOWN,363,5.26,241,4.88
13/03/23,Nacharam,6904,4935,LOW_INCOME,UNKNOWN,NPS,338,4.9,272,5.51
13/03/23,Nacharam,6904,4935,LOW_INCOME,UNKNOWN,PS,229,3.32,168,3.4
13/03/23,Nacharam,6904,4935,LOW_INCOME,UNKNOWN,UNKNOWN,650,9.41,608,12.32
13/03/23,Nacharam,6904,4935,UNKNOWN,NPS,NPS,68,0.98,49,0.99
13/03/23,Nacharam,6904,4935,UNKNOWN,NPS,PS,67,0.97,41,0.83
13/03/23,Nacharam,6904,4935,UNKNOWN,NPS,UNKNOWN,70,1.01,47,0.95
13/03/23,Nacharam,6904,4935,UNKNOWN,PS,NPS,51,0.74,34,0.69
13/03/23,Nacharam,6904,4935,UNKNOWN,PS,PS,43,0.62,29,0.59
13/03/23,Nacharam,6904,4935,UNKNOWN,PS,UNKNOWN,41,0.59,23,0.47
13/03/23,Nacharam,6904,4935,UNKNOWN,UNKNOWN,NPS,48,0.7,38,0.77
13/03/23,Nacharam,6904,4935,UNKNOWN,UNKNOWN,PS,29,0.42,24,0.49
13/03/23,Nacharam,6904,4935,UNKNOWN,UNKNOWN,UNKNOWN,256,3.71,201,4.07
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,NPS,NPS,376,5.76,234,5.04
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,NPS,PS,277,4.25,186,4.01
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,NPS,UNKNOWN,243,3.72,186,4.01
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,PS,NPS,207,3.17,138,2.97
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,PS,PS,171,2.62,119,2.56
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,PS,UNKNOWN,148,2.27,116,2.5
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,UNKNOWN,NPS,117,1.79,104,2.24
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,UNKNOWN,PS,106,1.62,85,1.83
13/03/23,Tarnaka,6524,4642,HIGH_INCOME,UNKNOWN,UNKNOWN,977,14.98,711,15.32
13/03/23,Tarnaka,6524,4642,LOW_INCOME,NPS,NPS,624,9.56,385,8.29
13/03/23,Tarnaka,6524,4642,LOW_INCOME,NPS,PS,493,7.56,271,5.84
13/03/23,Tarnaka,6524,4642,LOW_INCOME,NPS,UNKNOWN,433,6.64,304,6.55
13/03/23,Tarnaka,6524,4642,LOW_INCOME,PS,NPS,360,5.52,220,4.74
13/03/23,Tarnaka,6524,4642,LOW_INCOME,PS,PS,240,3.68,163,3.51
13/03/23,Tarnaka,6524,4642,LOW_INCOME,PS,UNKNOWN,272,4.17,205,4.42
13/03/23,Tarnaka,6524,4642,LOW_INCOME,UNKNOWN,NPS,245,3.76,185,3.99
13/03/23,Tarnaka,6524,4642,LOW_INCOME,UNKNOWN,PS,164,2.51,133,2.87
13/03/23,Tarnaka,6524,4642,LOW_INCOME,UNKNOWN,UNKNOWN,421,6.45,397,8.55
13/03/23,Tarnaka,6524,4642,UNKNOWN,NPS,NPS,85,1.3,65,1.4
13/03/23,Tarnaka,6524,4642,UNKNOWN,NPS,PS,59,0.9,36,0.78
13/03/23,Tarnaka,6524,4642,UNKNOWN,NPS,UNKNOWN,78,1.2,61,1.31
13/03/23,Tarnaka,6524,4642,UNKNOWN,PS,NPS,56,0.86,40,0.86
13/03/23,Tarnaka,6524,4642,UNKNOWN,PS,PS,33,0.51,24,0.52
13/03/23,Tarnaka,6524,4642,UNKNOWN,PS,UNKNOWN,32,0.49,26,0.56
13/03/23,Tarnaka,6524,4642,UNKNOWN,UNKNOWN,NPS,48,0.74,32,0.69
13/03/23,Tarnaka,6524,4642,UNKNOWN,UNKNOWN,PS,23,0.35,22,0.47
13/03/23,Tarnaka,6524,4642,UNKNOWN,UNKNOWN,UNKNOWN,236,3.62,194,4.18
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,NPS,NPS,523,8.12,307,7.11
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,NPS,PS,283,4.4,163,3.78
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,NPS,UNKNOWN,404,6.27,264,6.12
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,PS,NPS,257,3.99,164,3.8
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,PS,PS,145,2.25,93,2.15
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,PS,UNKNOWN,237,3.68,169,3.92
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,UNKNOWN,NPS,78,1.21,57,1.32
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,UNKNOWN,PS,47,0.73,42,0.97
13/03/23,Botanical Garden Gachibowli,6439,4316,HIGH_INCOME,UNKNOWN,UNKNOWN,1176,18.26,805,18.65
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,NPS,NPS,533,8.28,322,7.46
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,NPS,PS,307,4.77,174,4.03
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,NPS,UNKNOWN,610,9.47,414,9.59
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,PS,NPS,248,3.85,175,4.05
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,PS,PS,137,2.13,96,2.22
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,PS,UNKNOWN,333,5.17,226,5.24
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,UNKNOWN,NPS,97,1.51,78,1.81
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,UNKNOWN,PS,44,0.68,39,0.9
13/03/23,Botanical Garden Gachibowli,6439,4316,LOW_INCOME,UNKNOWN,UNKNOWN,281,4.36,242,5.61
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,NPS,NPS,96,1.49,61,1.41
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,NPS,PS,72,1.12,43,1
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,NPS,UNKNOWN,121,1.88,83,1.92
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,PS,NPS,41,0.64,31,0.72
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,PS,PS,31,0.48,21,0.49
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,PS,UNKNOWN,73,1.13,49,1.14
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,UNKNOWN,NPS,12,0.19,11,0.25
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,UNKNOWN,PS,10,0.16,9,0.21
13/03/23,Botanical Garden Gachibowli,6439,4316,UNKNOWN,UNKNOWN,UNKNOWN,243,3.77,178,4.12
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,NPS,NPS,397,6.17,275,5.78
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,NPS,PS,237,3.68,159,3.34
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,NPS,UNKNOWN,368,5.72,284,5.97
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,PS,NPS,206,3.2,159,3.34
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,PS,PS,176,2.73,118,2.48
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,PS,UNKNOWN,249,3.87,181,3.8
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,UNKNOWN,NPS,88,1.37,74,1.55
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,UNKNOWN,PS,73,1.13,57,1.2
13/03/23,Gachibowli,6438,4759,HIGH_INCOME,UNKNOWN,UNKNOWN,1305,20.27,988,20.76
13/03/23,Gachibowli,6438,4759,LOW_INCOME,NPS,NPS,541,8.4,365,7.67
13/03/23,Gachibowli,6438,4759,LOW_INCOME,NPS,PS,380,5.9,235,4.94
13/03/23,Gachibowli,6438,4759,LOW_INCOME,NPS,UNKNOWN,476,7.39,333,7
13/03/23,Gachibowli,6438,4759,LOW_INCOME,PS,NPS,267,4.15,195,4.1
13/03/23,Gachibowli,6438,4759,LOW_INCOME,PS,PS,179,2.78,120,2.52
13/03/23,Gachibowli,6438,4759,LOW_INCOME,PS,UNKNOWN,305,4.74,242,5.09
13/03/23,Gachibowli,6438,4759,LOW_INCOME,UNKNOWN,NPS,119,1.85,107,2.25
13/03/23,Gachibowli,6438,4759,LOW_INCOME,UNKNOWN,PS,70,1.09,59,1.24
13/03/23,Gachibowli,6438,4759,LOW_INCOME,UNKNOWN,UNKNOWN,319,4.95,299,6.28
13/03/23,Gachibowli,6438,4759,UNKNOWN,NPS,NPS,87,1.35,61,1.28
13/03/23,Gachibowli,6438,4759,UNKNOWN,NPS,PS,59,0.92,41,0.86
13/03/23,Gachibowli,6438,4759,UNKNOWN,NPS,UNKNOWN,105,1.63,75,1.58
13/03/23,Gachibowli,6438,4759,UNKNOWN,PS,NPS,55,0.85,41,0.86
13/03/23,Gachibowli,6438,4759,UNKNOWN,PS,PS,36,0.56,26,0.55
13/03/23,Gachibowli,6438,4759,UNKNOWN,PS,UNKNOWN,52,0.81,40,0.84
13/03/23,Gachibowli,6438,4759,UNKNOWN,UNKNOWN,NPS,21,0.33,18,0.38
13/03/23,Gachibowli,6438,4759,UNKNOWN,UNKNOWN,PS,22,0.34,18,0.38
13/03/23,Gachibowli,6438,4759,UNKNOWN,UNKNOWN,UNKNOWN,246,3.82,189,3.97
13/03/23,Miyapur 2,6329,4736,HIGH_INCOME,NPS,NPS,391,6.18,238,5.03
13/03/23,Miyapur 2,6329,4736,HIGH_INCOME,NPS,PS,233,3.68,169,3.57
13/03/23,Miyapur 2,6329,4736,HIGH_INCOME,NPS,UNKNOWN,263,4.16,208,4.39
